
ReleaseID: 221-2021-1, ReleaseDate: 2021-05-24 13:28:46.272000+02:00, ReleaseTag: tender
ReleaseID: HUSE-32-21-PR-1, ReleaseDate: 2021-05-25 14:08:05.464000+02:00, ReleaseTag: award
ReleaseID: SO2020-215-1, ReleaseDate: 2021-05-24 08:59:46.841000+02:00, ReleaseTag: contract
ReleaseID: 20738-2018-1, ReleaseDate: 2021-05-25 14:09:51.051000+02:00, ReleaseTag: award
ReleaseID: 2DGT00000670-1, ReleaseDate: 2021-05-25 08:05:28+02:00, ReleaseTag: tender
ReleaseID: 42021801-1d-2020-1, ReleaseDate: 2021-05-24 11:07:27.461000+02:00, ReleaseTag: contract
ReleaseID: 4030-2021-1, ReleaseDate: 2021-05-25 12:59:08.932000+02:00, ReleaseTag: tender
ReleaseID: 2-20-43110-0212-1, ReleaseDate: 2021-05-25 11:38:10.399000+02:00, ReleaseTag: tender
ReleaseID: 1-2021-1, ReleaseDate: 2021-05-24 13:03:52.320000+02:00, ReleaseTag: tender
ReleaseID: 1-2021-1, ReleaseDate: 2021-05-24 13:03:52.320000+02:00, ReleaseTag: contract
ReleaseID: 1-2021-1, ReleaseDate: 2021-05-24 16:33:54.571000+02:00, ReleaseTag: tender
ReleaseID: 1-2021-1, ReleaseDate: 2021-05-24 16:33:54.571000+02:00, ReleaseTag: contract
ReleaseID: 1-2021-1, ReleaseDate: 2021-05-25 18:14:32.915000+02:00, ReleaseTag: tender
ReleaseID: 1-2021-1, ReleaseDate: 2021-05-25 18:14:32.915000+02:00, ReleaseTag: contract
ReleaseID: 1-2021-1, ReleaseDate: 2021-05-24 09:20:53.369000+02:00, ReleaseTag: tender
ReleaseID: 1-2021-1, ReleaseDate: 2021-05-24 09:20:53.369000+02:00, ReleaseTag: contract
ReleaseID: 1-2021-1, ReleaseDate: 2021-05-25 12:53:23.237000+02:00, ReleaseTag: tender
ReleaseID: 1-2021-1, ReleaseDate: 2021-05-25 12:53:23.237000+02:00, ReleaseTag: contract
ReleaseID: PS-15-2021-1, ReleaseDate: 2021-05-24 11:48:51.962000+02:00, ReleaseTag: award
ReleaseID: 23-02-01-2020-0001-1, ReleaseDate: 2021-05-25 12:01:01.758000+02:00, ReleaseTag: contract
ReleaseID: 2323-2019-1, ReleaseDate: 2021-05-25 09:48:19.266000+02:00, ReleaseTag: contract
ReleaseID: 2021-AS-ASC-0020-1, ReleaseDate: 2021-05-24 14:37:59.975000+02:00, ReleaseTag: tender
ReleaseID: 21-001758-1, ReleaseDate: 2021-05-24 16:05:46.689000+02:00, ReleaseTag: contract
ReleaseID: 2020-0823-1, ReleaseDate: 2021-05-25 17:06:26.962000+02:00, ReleaseTag: award
ReleaseID: 025-21-1, ReleaseDate: 2021-05-25 13:12:36.025000+02:00, ReleaseTag: tender
ReleaseID: GEX2247-2021-1, ReleaseDate: 2021-05-25 14:49:02.571000+02:00, ReleaseTag: contract
ReleaseID: 2091021000900-1, ReleaseDate: 2021-05-24 13:15:15.277000+02:00, ReleaseTag: award
ReleaseID: 202100000168-1, ReleaseDate: 2021-05-24 09:20:21.773000+02:00, ReleaseTag: tender
ReleaseID: 2021-003290-1, ReleaseDate: 2021-05-24 09:31:04.337000+02:00, ReleaseTag: award
ReleaseID: 2021-003290-1, ReleaseDate: 2021-05-24 09:31:04.337000+02:00, ReleaseTag: contract
ReleaseID: 2021-003290-1, ReleaseDate: 2021-05-25 08:23:58.782000+02:00, ReleaseTag: award
ReleaseID: 2021-003290-1, ReleaseDate: 2021-05-25 08:23:58.782000+02:00, ReleaseTag: contract
ReleaseID: 49500Q-2021-1, ReleaseDate: 2021-05-25 14:38:38.902000+02:00, ReleaseTag: tender
ReleaseID: eAJ-0047-2020-1, ReleaseDate: 2021-05-25 10:36:36.827000+02:00, ReleaseTag: award
ReleaseID: 2021-119-SER--750738R--1, ReleaseDate: 2021-05-25 11:57:23.039000+02:00, ReleaseTag: tender
ReleaseID: SER-15-2021-1, ReleaseDate: 2021-05-25 09:01:52.730000+02:00, ReleaseTag: tender
ReleaseID: 135-2018-230-212-4-029-1, ReleaseDate: 2021-05-25 14:48:22.569000+02:00, ReleaseTag: award
ReleaseID: 50-F-21-SU-GE-N-074_11-1, ReleaseDate: 2021-05-25 10:38:17.219000+02:00, ReleaseTag: award
ReleaseID: 20-03040-1, ReleaseDate: 2021-05-24 09:48:00.325000+02:00, ReleaseTag: tender
ReleaseID: 20-118-1, ReleaseDate: 2021-05-24 12:48:49.883000+02:00, ReleaseTag: contract
ReleaseID: 5-2021-rct-1, ReleaseDate: 2021-05-24 14:08:10.474000+02:00, ReleaseTag: award
ReleaseID: 2021-0-12--2020011425--1, ReleaseDate: 2021-05-24 16:57:25.369000+02:00, ReleaseTag: tender
ReleaseID: 50-F-21-SU-GE-N-064-1-1, ReleaseDate: 2021-05-24 15:28:22.500000+02:00, ReleaseTag: award
ReleaseID: 55-21-sd-dg-c4-0034-1, ReleaseDate: 2021-05-25 14:40:36.223000+02:00, ReleaseTag: award
ReleaseID: A5O-145-2020-1, ReleaseDate: 2021-05-25 09:45:15.635000+02:00, ReleaseTag: contract
ReleaseID: 41-21-IMP-1, ReleaseDate: 2021-05-24 12:56:53.310000+02:00, ReleaseTag: tender
ReleaseID: 2021-022-1, ReleaseDate: 2021-05-25 11:26:43+02:00, ReleaseTag: tender
ReleaseID: 2021-022-1, ReleaseDate: 2021-05-24 11:24:20.967000+02:00, ReleaseTag: tender
ReleaseID: CPP-02-2020-AB--DCCPI-OCPI--1, ReleaseDate: 2021-05-25 09:23:08.355000+02:00, ReleaseTag: award
ReleaseID: 50-F-21-SU-GE-N-069-2-1, ReleaseDate: 2021-05-25 14:55:39.303000+02:00, ReleaseTag: award
ReleaseID: 165-2021-1, ReleaseDate: 2021-05-24 10:20:54.098000+02:00, ReleaseTag: contract
ReleaseID: 165-2021-1, ReleaseDate: 2021-05-24 10:20:54.098000+02:00, ReleaseTag: tender
ReleaseID: 165-2021-1, ReleaseDate: 2021-05-25 12:59:14.361000+02:00, ReleaseTag: contract
ReleaseID: 165-2021-1, ReleaseDate: 2021-05-25 12:59:14.361000+02:00, ReleaseTag: tender
ReleaseID: 546-2021-2, ReleaseDate: 2021-05-24 10:12:29.924000+02:00, ReleaseTag: award
ReleaseID: 2021-EA26-00000255E-1, ReleaseDate: 2021-05-25 08:05:16.510000+02:00, ReleaseTag: contract
ReleaseID: 3-21-27540-0021-1, ReleaseDate: 2021-05-25 08:02:32.156000+02:00, ReleaseTag: award
ReleaseID: 1899-2021-1, ReleaseDate: 2021-05-24 09:42:35.661000+02:00, ReleaseTag: tender
ReleaseID: 251201032900-1, ReleaseDate: 2021-05-25 12:25:08.710000+02:00, ReleaseTag: award
ReleaseID: 2020-000901-1, ReleaseDate: 2021-05-24 22:15:23.590000+02:00, ReleaseTag: contract
ReleaseID: MY21-26700-SE-20-1, ReleaseDate: 2021-05-24 11:06:42.943000+02:00, ReleaseTag: tender
ReleaseID: 2020-006938-1, ReleaseDate: 2021-05-24 13:29:33.336000+02:00, ReleaseTag: award
ReleaseID: 400-21-1, ReleaseDate: 2021-05-24 20:11:02.415000+02:00, ReleaseTag: tender
ReleaseID: 020020210052-1, ReleaseDate: 2021-05-24 12:56:27.429000+02:00, ReleaseTag: tender
ReleaseID: 484514M-1, ReleaseDate: 2021-05-25 13:50:08.374000+02:00, ReleaseTag: contract
ReleaseID: SER-07-21-OTT-1, ReleaseDate: 2021-05-24 13:06:11.664000+02:00, ReleaseTag: award
ReleaseID: 400-20-O-1, ReleaseDate: 2021-05-24 09:58:08.571000+02:00, ReleaseTag: award
ReleaseID: 3520-2021-1, ReleaseDate: 2021-05-25 08:40:04.733000+02:00, ReleaseTag: tender
ReleaseID: OB-031-20-1, ReleaseDate: 2021-05-25 14:45:10.823000+02:00, ReleaseTag: contract
ReleaseID: EXP-1SS-SUMLIC--2021-1, ReleaseDate: 2021-05-24 11:14:55.230000+02:00, ReleaseTag: contract
ReleaseID: 04-UC-72-2021-1, ReleaseDate: 2021-05-24 13:07:07.803000+02:00, ReleaseTag: contract
ReleaseID: 183-2021-1, ReleaseDate: 2021-05-24 12:43:14.887000+02:00, ReleaseTag: award
ReleaseID: 21A40026500-1, ReleaseDate: 2021-05-24 08:05:22.227000+02:00, ReleaseTag: contract
ReleaseID: 2021-250-1, ReleaseDate: 2021-05-24 13:05:43.359000+02:00, ReleaseTag: award
ReleaseID: PA-13-21-1, ReleaseDate: 2021-05-24 08:15:53.221000+02:00, ReleaseTag: tender
ReleaseID: PA-SU-391-2021-1, ReleaseDate: 2021-05-24 15:08:08.226000+02:00, ReleaseTag: tender
ReleaseID: SV0140421-1, ReleaseDate: 2021-05-25 13:00:37.220000+02:00, ReleaseTag: tender
ReleaseID: CP-02-21-1, ReleaseDate: 2021-05-25 12:34:00.052000+02:00, ReleaseTag: award
ReleaseID: CP-02-21-1, ReleaseDate: 2021-05-25 12:34:00.052000+02:00, ReleaseTag: contract
ReleaseID: CP-02-21-1, ReleaseDate: 2021-05-24 09:43:16.385000+02:00, ReleaseTag: award
ReleaseID: CP-02-21-1, ReleaseDate: 2021-05-24 09:43:16.385000+02:00, ReleaseTag: contract
ReleaseID: 2021-00005984L-1, ReleaseDate: 2021-05-24 10:08:54.024000+02:00, ReleaseTag: tender
ReleaseID: 21-BBFF-2021-1, ReleaseDate: 2021-05-24 09:27:23.547000+02:00, ReleaseTag: tender
ReleaseID: 2021-S00027-1, ReleaseDate: 2021-05-24 11:07:05.887000+02:00, ReleaseTag: contract
ReleaseID: 731-2021-1, ReleaseDate: 2021-05-24 13:35:05.438000+02:00, ReleaseTag: contract
ReleaseID: -A02018350--PA-06-HMS-2021-2, ReleaseDate: 2021-05-24 15:55:13.781000+02:00, ReleaseTag: award
ReleaseID: 140-13-21-1, ReleaseDate: 2021-05-25 10:36:07.378000+02:00, ReleaseTag: contract
ReleaseID: 1835-2021-1, ReleaseDate: 2021-05-25 15:09:46.084000+02:00, ReleaseTag: tender
ReleaseID: 1127-2021-1, ReleaseDate: 2021-05-24 17:59:40.985000+02:00, ReleaseTag: award
ReleaseID: TSA0070762-1, ReleaseDate: 2021-05-25 15:18:28.336000+02:00, ReleaseTag: tender
ReleaseID: 2021-CONTRAT-000006-1, ReleaseDate: 2021-05-24 09:32:01.917000+02:00, ReleaseTag: award
ReleaseID: 166-2020-CMA-1, ReleaseDate: 2021-05-25 11:41:54.283000+02:00, ReleaseTag: tender
ReleaseID: 166-2020-CMA-1, ReleaseDate: 2021-05-24 13:21:03.590000+02:00, ReleaseTag: tender
ReleaseID: OB-02-2021-1, ReleaseDate: 2021-05-25 15:04:44.347000+02:00, ReleaseTag: award
ReleaseID: CONTMAY-2020-154-1, ReleaseDate: 2021-05-25 13:57:50.316000+02:00, ReleaseTag: contract
ReleaseID: 2021-SP03032003-00000680E-1, ReleaseDate: 2021-05-24 08:05:44.409000+02:00, ReleaseTag: tender
ReleaseID: 2021-00713-1, ReleaseDate: 2021-05-25 11:26:48.444000+02:00, ReleaseTag: tender
ReleaseID: 50-F-21-SU-GE-N-074_13-1, ReleaseDate: 2021-05-25 11:35:07.026000+02:00, ReleaseTag: award
ReleaseID: 44-2021-1, ReleaseDate: 2021-05-25 14:20:08.938000+02:00, ReleaseTag: planning
ReleaseID: 44-2021-1, ReleaseDate: 2021-05-25 14:20:08.938000+02:00, ReleaseTag: tender
ReleaseID: 44-2021-1, ReleaseDate: 2021-05-25 08:53:36.755000+02:00, ReleaseTag: planning
ReleaseID: 44-2021-1, ReleaseDate: 2021-05-25 08:53:36.755000+02:00, ReleaseTag: tender
ReleaseID: 032_1-2020-1, ReleaseDate: 2021-05-25 09:16:05.167000+02:00, ReleaseTag: award
ReleaseID: 107-2021-1, ReleaseDate: 2021-05-25 12:01:10.985000+02:00, ReleaseTag: award
ReleaseID: MAD-2021-05-27-Servicio-de-Creatividades--video--1, ReleaseDate: 2021-05-24 11:13:20.032000+02:00, ReleaseTag: tender
ReleaseID: 2021-09-con-1, ReleaseDate: 2021-05-24 12:35:47.781000+02:00, ReleaseTag: tender
ReleaseID: 2021-E-5---2020011631--1, ReleaseDate: 2021-05-24 16:37:08.722000+02:00, ReleaseTag: contract
ReleaseID: FUE-10-2021-1, ReleaseDate: 2021-05-25 09:58:18.601000+02:00, ReleaseTag: award
ReleaseID: 200-2021-1, ReleaseDate: 2021-05-24 13:22:57.991000+02:00, ReleaseTag: tender
ReleaseID: 02-07-01-01-2021-2-SS_REYES-1, ReleaseDate: 2021-05-24 10:58:14.902000+02:00, ReleaseTag: tender
ReleaseID: 0003-21psu-1, ReleaseDate: 2021-05-24 09:02:40.292000+02:00, ReleaseTag: tender
ReleaseID: DNA-100-2021-1, ReleaseDate: 2021-05-24 15:48:39.137000+02:00, ReleaseTag: tender
ReleaseID: AYT-6178-2021-1, ReleaseDate: 2021-05-24 10:40:21.289000+02:00, ReleaseTag: tender
ReleaseID: 13-21-1, ReleaseDate: 2021-05-24 12:15:55.042000+02:00, ReleaseTag: tender
ReleaseID: 13-21-1, ReleaseDate: 2021-05-25 14:50:02.526000+02:00, ReleaseTag: tender
ReleaseID: 20-02894-1, ReleaseDate: 2021-05-25 09:45:59.951000+02:00, ReleaseTag: contract
ReleaseID: 18-2020-1, ReleaseDate: 2021-05-25 14:30:08.157000+02:00, ReleaseTag: contract
ReleaseID: 21-07432-1, ReleaseDate: 2021-05-25 11:59:25.840000+02:00, ReleaseTag: contract
ReleaseID: 020120200195-1, ReleaseDate: 2021-05-24 14:14:56.446000+02:00, ReleaseTag: award
ReleaseID: 96-2021-1, ReleaseDate: 2021-05-24 10:43:55.523000+02:00, ReleaseTag: award
ReleaseID: 428-2021-1, ReleaseDate: 2021-05-25 15:06:19.679000+02:00, ReleaseTag: tender
ReleaseID: 5028-21-1, ReleaseDate: 2021-05-24 09:16:58.528000+02:00, ReleaseTag: award
ReleaseID: P-A--2-2021-1, ReleaseDate: 2021-05-25 08:05:13.351000+02:00, ReleaseTag: tender
ReleaseID: CO-06-2021-PASS-1, ReleaseDate: 2021-05-25 13:17:07.876000+02:00, ReleaseTag: tender
ReleaseID: 170-2021-1, ReleaseDate: 2021-05-25 10:45:23.563000+02:00, ReleaseTag: tender
ReleaseID: CSE-1600-1101001781-21-PA-1, ReleaseDate: 2021-05-24 09:49:47.710000+02:00, ReleaseTag: tender
ReleaseID: CTAS-21-3-1, ReleaseDate: 2021-05-25 08:46:34.712000+02:00, ReleaseTag: tender
ReleaseID: CTAS-21-3-1, ReleaseDate: 2021-05-24 10:19:31.720000+02:00, ReleaseTag: tender
ReleaseID: 104-21-1, ReleaseDate: 2021-05-24 12:58:10.210000+02:00, ReleaseTag: award
ReleaseID: 2021-0027-1, ReleaseDate: 2021-05-24 13:52:52.765000+02:00, ReleaseTag: award
ReleaseID: 2-20-28520-0014-1, ReleaseDate: 2021-05-24 17:56:55.308000+02:00, ReleaseTag: award
ReleaseID: 575-2021-1, ReleaseDate: 2021-05-24 14:22:29.493000+02:00, ReleaseTag: contract
ReleaseID: AGP-35-2021-1, ReleaseDate: 2021-05-25 09:48:30.305000+02:00, ReleaseTag: contract
ReleaseID: 2022-0-038-1, ReleaseDate: 2021-05-25 13:43:15.151000+02:00, ReleaseTag: tender
ReleaseID: TSA0070512-1, ReleaseDate: 2021-05-24 11:29:39.087000+02:00, ReleaseTag: award
ReleaseID: 1619-2021-1, ReleaseDate: 2021-05-24 14:02:05.009000+02:00, ReleaseTag: tender
ReleaseID: 551-2021-Talleres-1, ReleaseDate: 2021-05-25 15:21:24.168000+02:00, ReleaseTag: tender
ReleaseID: 50-F-21-SU-GE-N-070-4-1, ReleaseDate: 2021-05-25 15:36:24.335000+02:00, ReleaseTag: award
ReleaseID: 27-2020-1, ReleaseDate: 2021-05-25 13:03:46.073000+02:00, ReleaseTag: tender
ReleaseID: SE0005-21-1, ReleaseDate: 2021-05-24 12:32:27.424000+02:00, ReleaseTag: contract
ReleaseID: 50-F-21-SU-GE-N-069-7-1, ReleaseDate: 2021-05-25 15:21:18.158000+02:00, ReleaseTag: award
ReleaseID: 0046-2020-1, ReleaseDate: 2021-05-25 09:42:46.679000+02:00, ReleaseTag: award
ReleaseID: S-01960-2021-1, ReleaseDate: 2021-05-25 13:43:50.721000+02:00, ReleaseTag: contract
ReleaseID: 3-20-41110-0133-1, ReleaseDate: 2021-05-24 11:16:33.486000+02:00, ReleaseTag: award
ReleaseID: 3-20-27510-0039-1, ReleaseDate: 2021-05-25 12:21:42.484000+02:00, ReleaseTag: award
ReleaseID: LICT-99-139-2020-0183-1, ReleaseDate: 2021-05-25 11:18:42.252000+02:00, ReleaseTag: contract
ReleaseID: EXP-91-2021-1, ReleaseDate: 2021-05-24 13:23:53.270000+02:00, ReleaseTag: award
ReleaseID: 4600-2020-1, ReleaseDate: 2021-05-24 16:20:09.906000+02:00, ReleaseTag: award
ReleaseID: 2020-0052---SE-025-1, ReleaseDate: 2021-05-24 10:00:35.340000+02:00, ReleaseTag: awardCancellation
ReleaseID: 435-2021-1, ReleaseDate: 2021-05-24 11:00:24.334000+02:00, ReleaseTag: award
ReleaseID: 2021-00246-1, ReleaseDate: 2021-05-24 09:50:19.980000+02:00, ReleaseTag: tender
ReleaseID: 09-21SPF-1, ReleaseDate: 2021-05-24 08:02:50.648000+02:00, ReleaseTag: tender
ReleaseID: PASA02-2021-1, ReleaseDate: 2021-05-24 12:20:48.645000+02:00, ReleaseTag: contract
ReleaseID: DNA-259-2019-1, ReleaseDate: 2021-05-25 04:10:59.670000+02:00, ReleaseTag: contract
ReleaseID: 202000000194-1, ReleaseDate: 2021-05-25 14:47:03.307000+02:00, ReleaseTag: award
ReleaseID: 5083-2020-1, ReleaseDate: 2021-05-24 10:42:39.342000+02:00, ReleaseTag: contract
ReleaseID: UGR-2021-0048-1, ReleaseDate: 2021-05-24 09:09:31.869000+02:00, ReleaseTag: tender
ReleaseID: TVPC_07S_21-1, ReleaseDate: 2021-05-25 12:26:17.587000+02:00, ReleaseTag: contract
ReleaseID: 50-F-21-SU-GE-N-074_8-1, ReleaseDate: 2021-05-24 12:39:26.224000+02:00, ReleaseTag: award
ReleaseID: EXP002-2021-19-1, ReleaseDate: 2021-05-24 12:27:07.918000+02:00, ReleaseTag: award
ReleaseID: SUM014-2021-1, ReleaseDate: 2021-05-24 08:49:28.034000+02:00, ReleaseTag: tender
ReleaseID: 151-2020-1, ReleaseDate: 2021-05-24 13:32:00.475000+02:00, ReleaseTag: tender
ReleaseID: CON21-2021-0068-1, ReleaseDate: 2021-05-24 12:08:06.840000+02:00, ReleaseTag: contract
ReleaseID: 908-2020-1, ReleaseDate: 2021-05-24 09:30:51.248000+02:00, ReleaseTag: tender
ReleaseID: 1324_LASS_SU_0421--1, ReleaseDate: 2021-05-24 09:41:24.015000+02:00, ReleaseTag: tender
ReleaseID: 2021-EA46-00000338E-1, ReleaseDate: 2021-05-24 13:27:50.349000+02:00, ReleaseTag: award
ReleaseID: L019-2021-1, ReleaseDate: 2021-05-25 11:15:27.367000+02:00, ReleaseTag: tender
ReleaseID: 4880-2021-1, ReleaseDate: 2021-05-25 14:10:20.647000+02:00, ReleaseTag: tender
ReleaseID: FIB-SUM-01-2021-1, ReleaseDate: 2021-05-25 14:23:32.626000+02:00, ReleaseTag: award
ReleaseID: 020020C00085-1, ReleaseDate: 2021-05-24 13:39:07.754000+02:00, ReleaseTag: award
ReleaseID: 2021-000120-1, ReleaseDate: 2021-05-25 09:53:03.085000+02:00, ReleaseTag: award
ReleaseID: T-0091-A-20-2-1, ReleaseDate: 2021-05-24 08:05:49.228000+02:00, ReleaseTag: contract
ReleaseID: A2021-003835-1, ReleaseDate: 2021-05-25 13:34:42.492000+02:00, ReleaseTag: contract
ReleaseID: P4100058I-2018-000011-PAA-1, ReleaseDate: 2021-05-25 14:12:59.005000+02:00, ReleaseTag: contract
ReleaseID: 1469-2021-1, ReleaseDate: 2021-05-25 17:35:56.206000+02:00, ReleaseTag: award
ReleaseID: 2-21-41110-0066-1, ReleaseDate: 2021-05-24 14:22:11.933000+02:00, ReleaseTag: awardCancellation
ReleaseID: 23-02-01-2020-0002-1, ReleaseDate: 2021-05-25 12:09:25.913000+02:00, ReleaseTag: contract
ReleaseID: 062-2021-1, ReleaseDate: 2021-05-24 13:24:18.057000+02:00, ReleaseTag: award
ReleaseID: 50-F-21-SU-GE-N-066-4-1, ReleaseDate: 2021-05-25 12:01:35.919000+02:00, ReleaseTag: award
ReleaseID: 89-2021-1, ReleaseDate: 2021-05-24 12:18:56.889000+02:00, ReleaseTag: tender
ReleaseID: B070010-2020-0014-1, ReleaseDate: 2021-05-25 09:40:16.190000+02:00, ReleaseTag: award
ReleaseID: 2021-00006527X-1, ReleaseDate: 2021-05-24 13:51:15.551000+02:00, ReleaseTag: tender
ReleaseID: 028-2021-CONTR-1, ReleaseDate: 2021-05-24 14:38:04.557000+02:00, ReleaseTag: tender
ReleaseID: 028-2021-CONTR-1, ReleaseDate: 2021-05-25 09:46:52.741000+02:00, ReleaseTag: tender
ReleaseID: SE-8-2021-1, ReleaseDate: 2021-05-24 09:01:37.283000+02:00, ReleaseTag: tender
ReleaseID: TRANSPORTE-COVID19-TF-JULIO2020-1, ReleaseDate: 2021-05-24 13:46:02.811000+02:00, ReleaseTag: contract
ReleaseID: PAS-06-2021-1, ReleaseDate: 2021-05-25 08:05:35.122000+02:00, ReleaseTag: contract
ReleaseID: 26-2021-054-TGSS-1, ReleaseDate: 2021-05-24 08:05:21.721000+02:00, ReleaseTag: contract
ReleaseID: ASU-2018-103-1, ReleaseDate: 2021-05-24 08:42:04.120000+02:00, ReleaseTag: award
ReleaseID: 02-TGSS-2021-PASS-03-1, ReleaseDate: 2021-05-24 12:57:50.237000+02:00, ReleaseTag: award
ReleaseID: Z21AR001-010-1, ReleaseDate: 2021-05-24 12:58:14.970000+02:00, ReleaseTag: award
ReleaseID: 2021-EA02-00000517E-1, ReleaseDate: 2021-05-24 10:14:29.248000+02:00, ReleaseTag: tender
ReleaseID: 50-F-21-SU-GE-N-069-3-1, ReleaseDate: 2021-05-25 14:59:49.873000+02:00, ReleaseTag: award
ReleaseID: EMERGECOVID2-66-1, ReleaseDate: 2021-05-25 08:05:52.018000+02:00, ReleaseTag: contract
ReleaseID: 2021003027-1, ReleaseDate: 2021-05-25 14:07:55.099000+02:00, ReleaseTag: award
ReleaseID: SE-17-2020-1, ReleaseDate: 2021-05-24 13:04:59.414000+02:00, ReleaseTag: award
ReleaseID: 22-2021-1, ReleaseDate: 2021-05-25 12:51:55.362000+02:00, ReleaseTag: planning
ReleaseID: 22-2021-1, ReleaseDate: 2021-05-25 12:51:55.362000+02:00, ReleaseTag: tender
ReleaseID: 22-2021-1, ReleaseDate: 2021-05-24 12:30:04.572000+02:00, ReleaseTag: planning
ReleaseID: 22-2021-1, ReleaseDate: 2021-05-24 12:30:04.572000+02:00, ReleaseTag: tender
ReleaseID: CONTR-2021-4404-1, ReleaseDate: 2021-05-24 10:38:48.831000+02:00, ReleaseTag: tender
ReleaseID: 9518-2021-1, ReleaseDate: 2021-05-24 12:16:37.880000+02:00, ReleaseTag: tender
ReleaseID: 20210028-1, ReleaseDate: 2021-05-24 10:00:39.289000+02:00, ReleaseTag: contract
ReleaseID: 2021AR42U00000351E-1, ReleaseDate: 2021-05-25 12:17:48.116000+02:00, ReleaseTag: award
ReleaseID: 2021AR42U00000351E-1, ReleaseDate: 2021-05-25 12:17:48.116000+02:00, ReleaseTag: contract
ReleaseID: 2021AR42U00000351E-1, ReleaseDate: 2021-05-24 12:30:56.102000+02:00, ReleaseTag: award
ReleaseID: 2021AR42U00000351E-1, ReleaseDate: 2021-05-24 12:30:56.102000+02:00, ReleaseTag: contract
ReleaseID: 2021-003324-1, ReleaseDate: 2021-05-25 08:25:24.183000+02:00, ReleaseTag: award
ReleaseID: 2021-003324-1, ReleaseDate: 2021-05-25 08:25:24.183000+02:00, ReleaseTag: contract
ReleaseID: 2021-003324-1, ReleaseDate: 2021-05-24 09:18:20.755000+02:00, ReleaseTag: award
ReleaseID: 2021-003324-1, ReleaseDate: 2021-05-24 09:18:20.755000+02:00, ReleaseTag: contract
ReleaseID: 2021-AR43U-00000473E-1, ReleaseDate: 2021-05-25 09:50:40.302000+02:00, ReleaseTag: tender
ReleaseID: 2021-AR43U-00000473E-1, ReleaseDate: 2021-05-24 13:29:37.760000+02:00, ReleaseTag: tender
ReleaseID: CONTR-2021-4404-2, ReleaseDate: 2021-05-24 09:24:11.057000+02:00, ReleaseTag: awardCancellation
ReleaseID: 571-2021-Ribera-del-Fresno-1, ReleaseDate: 2021-05-25 18:44:19.130000+02:00, ReleaseTag: tender
ReleaseID: 21-05313-1, ReleaseDate: 2021-05-25 10:13:50.532000+02:00, ReleaseTag: contract
ReleaseID: 213-2021-1, ReleaseDate: 2021-05-25 11:44:34.477000+02:00, ReleaseTag: tender
ReleaseID: 51012-2021-1, ReleaseDate: 2021-05-25 12:41:32.371000+02:00, ReleaseTag: tender
ReleaseID: 2021-00_101298-1, ReleaseDate: 2021-05-25 14:08:05.060000+02:00, ReleaseTag: contract
ReleaseID: FCLG-2021-1, ReleaseDate: 2021-05-25 09:13:28.609000+02:00, ReleaseTag: tender
ReleaseID: AYT-6693-2020-1, ReleaseDate: 2021-05-25 12:02:56.680000+02:00, ReleaseTag: award
ReleaseID: 45-2021-1, ReleaseDate: 2021-05-24 12:27:36.727000+02:00, ReleaseTag: award
ReleaseID: 45-2021-1, ReleaseDate: 2021-05-24 12:27:36.727000+02:00, ReleaseTag: planning
ReleaseID: 45-2021-1, ReleaseDate: 2021-05-25 14:20:18.470000+02:00, ReleaseTag: award
ReleaseID: 45-2021-1, ReleaseDate: 2021-05-25 14:20:18.470000+02:00, ReleaseTag: planning
ReleaseID: 14-2021-2a-licitacion-1, ReleaseDate: 2021-05-24 15:10:55.743000+02:00, ReleaseTag: tender
ReleaseID: 008-2021-CONTR-1, ReleaseDate: 2021-05-25 14:35:06.781000+02:00, ReleaseTag: award
ReleaseID: SERV-DGA-10-2021-1, ReleaseDate: 2021-05-25 10:49:13.354000+02:00, ReleaseTag: tender
ReleaseID: 2020-00064-1, ReleaseDate: 2021-05-25 14:23:15.627000+02:00, ReleaseTag: award
ReleaseID: 16-2021-1, ReleaseDate: 2021-05-25 09:24:46.607000+02:00, ReleaseTag: tender
ReleaseID: 2021-14171S-1, ReleaseDate: 2021-05-24 14:20:05.374000+02:00, ReleaseTag: tender
ReleaseID: 009-2021-1, ReleaseDate: 2021-05-25 14:54:21.319000+02:00, ReleaseTag: award
ReleaseID: 4936-2021-1, ReleaseDate: 2021-05-24 11:32:49.439000+02:00, ReleaseTag: contract
ReleaseID: 4047-2020-1, ReleaseDate: 2021-05-24 12:21:17.087000+02:00, ReleaseTag: contract
ReleaseID: 9514-2021-1, ReleaseDate: 2021-05-25 12:06:49.799000+02:00, ReleaseTag: tender
ReleaseID: 13239-2021-1, ReleaseDate: 2021-05-24 14:26:30.710000+02:00, ReleaseTag: tender
ReleaseID: 1386-2020-1, ReleaseDate: 2021-05-25 13:57:56.907000+02:00, ReleaseTag: tender
ReleaseID: LPA-10-2021-1, ReleaseDate: 2021-05-24 12:04:27.269000+02:00, ReleaseTag: contract
ReleaseID: 230204002050-1, ReleaseDate: 2021-05-24 08:36:56.643000+02:00, ReleaseTag: award
ReleaseID: ACE-103-1-20-OBRA-01-1, ReleaseDate: 2021-05-24 11:53:45.496000+02:00, ReleaseTag: tender
ReleaseID: S6O-011-2020---L2-1, ReleaseDate: 2021-05-25 09:46:18.017000+02:00, ReleaseTag: contract
